Train_No,Total_Distance,Number_of_Stops
51906,90,16
51907,70,13
51908,70,13
51909,163,36
51910,163,36
51911,163,36
51912,163,36
51913,163,32
51914,160,28
51915,52,12
51916,51,12
51971,122,13
51972,123,13
51973,273,34
51974,273,34
52073,202,15
52074,202,15
52075,202,16
52076,202,16
52171,186,28
52172,186,28
52173,92,15
52174,92,15
52175,92,8
52176,92,7
52177,103,14
52178,103,14
52179,70,9
52180,70,9
52181,58,9
52182,27,5
52183,39,5
52184,70,9
52205,67,13
52206,67,8
52207,67,13
52208,67,13
52221,67,13
52222,67,13
52223,67,13
52224,67,13
52225,67,8
52226,67,13
52229,84,15
52230,84,16
52231,84,15
52232,84,15
52233,83,15
52234,84,16
52235,83,14
52236,84,13
52239,78,6
52240,78,6
52241,205,18
52242,205,18
52251,205,18
52252,205,19
52253,205,18
52254,205,18
52255,205,19
52256,205,18
52257,205,16
52258,205,16
52259,205,16
52260,205,16
52263,54,6
52264,54,6
52265,54,6
52266,54,6
52267,54,6
52268,54,6
52297,84,6
52298,84,6
52451,95,3
52452,95,3
52453,95,12
52454,95,14
52455,95,11
52456,95,10
52457,95,18
52458,95,18
52461,93,17
52462,104,17
52463,156,28
52464,176,27
52465,162,30
52466,185,30
52467,162,30
52468,185,30
52469,164,25
52470,169,23
52471,192,30
52472,215,34
52473,191,34
52474,213,33
52540,87,12
52541,87,12
52570,30,5
52571,30,5
52587,30,5
52588,30,5
52591,12,3
52592,12,3
52593,12,3
52594,12,3
52595,12,3
52596,12,3
52597,12,3
52598,12,3
52599,12,3
52911,134,14
52912,134,14
52913,134,14
52914,134,14
52929,189,17
52930,189,17
52931,104,11
52932,104,11
52933,189,17
52934,154,21
52935,154,20
52938,175,14
52939,175,14
52940,154,20
52941,154,20
52942,154,12
52943,154,12
52944,154,17
52945,154,17
52946,189,17
52947,104,11
52948,104,11
52949,95,12
52950,95,12
52951,159,19
52952,159,19
52953,70,7
52954,70,7
52955,133,12
52956,133,12
52963,63,8
52964,63,8
52973,63,8
52974,63,8
52975,63,8
52976,63,8
52987,63,8
52988,63,8
53001,209,42
53002,216,36
53005,65,17
53006,72,16
53007,131,28
53008,131,29
53009,65,18
53010,72,19
53011,65,15
53012,72,20
53013,72,17
53014,72,17
53015,65,16
53016,72,16
53017,72,17
53018,72,20
53019,65,13
53020,65,15
53021,142,25
53022,142,25
53023,59,11
53024,59,10
53025,59,11
53026,59,11
53027,112,22
53028,112,22
53029,217,42
53030,217,41
53031,59,11
53034,59,11
53035,87,18
53036,87,20
53037,74,14
53038,74,14
53041,718,118
53042,718,107
53043,653,83
53044,653,73
53045,286,21
53046,287,20
53047,218,23
53048,218,23
53049,453,53
53050,454,50
53061,348,50
53062,346,50
53063,194,31
53064,194,31
53068,111,19
53069,111,19
53073,137,22
53074,137,22
53075,82,13
53076,82,13
53081,64,8
53131,571,70
53132,572,70
53137,82,13
53138,82,13
53139,324,18
53140,325,18
53171,231,40
53172,229,38
53175,231,35
53176,229,36
53177,230,29
53178,229,36
53179,223,35
53180,222,39
53181,230,34
53186,229,33
53207,42,5
53208,42,5
53209,71,8
53210,71,8
53211,146,13
53212,146,13
53213,94,26
53214,88,25
53221,53,8
53222,53,8
53223,53,8
53224,53,7
53225,140,13
53226,140,13
53229,108,19
53230,108,18
53231,154,20
53232,154,20
53323,27,7
53324,27,7
53327,56,12
53328,56,12
53333,27,6
53334,27,6
53343,460,59
53344,460,58
53345,223,23
53346,223,23
53347,258,36
53348,258,35
53349,159,24
53350,159,24
53351,304,31
53352,304,31
53357,316,43
53358,316,42
53363,85,14
53364,85,14
53365,87,9
53366,87,9
53369,87,9
53370,87,9
53371,139,16
53372,139,16
53373,139,16
53374,139,16
53401,103,19
53402,103,19
53403,433,66
53404,174,21
53405,137,22
53406,137,22
53408,259,46
53411,54,10
53412,54,10
53415,127,31
53416,127,31
53417,233,39
53418,233,39
53423,45,13
53424,44,13
53431,127,31
53432,127,31
53433,87,19
53434,87,19
53435,65,19
53436,65,18
53441,71,16
53442,72,16
53443,71,16
53444,73,18
53445,71,16
53446,72,16
53447,50,15
53448,51,15
53449,50,15
53450,51,15
53451,41,6
53452,41,6
53479,45,13
53480,44,13
53481,11,2
53482,11,2
53483,11,2
53484,11,2
53485,11,2
53486,11,2
53487,11,2
53488,11,2
53489,11,2
53490,11,2
53491,11,2
53492,11,2
53493,11,2
53494,11,2
53495,11,2
53496,11,2
53497,52,18
53498,52,18
53511,38,7
53512,37,7
53513,38,7
53514,37,7
53515,38,7
53516,37,7
53517,38,7
53518,37,7
53519,38,7
53520,37,7
53523,188,35
53524,188,35
53525,453,63
53526,453,62
53551,70,9
53552,70,9
53553,70,9
53554,70,9
53555,70,9
53556,70,9
53611,159,24
53612,159,24
53615,174,19
53616,174,19
53623,183,20
53624,183,21
53625,129,13
53626,129,13
53627,129,12
53628,129,12
53629,129,12
53630,129,13
53631,129,12
53632,129,12
53641,53,9
53642,53,9
53643,18,4
53644,18,4
53645,18,4
53646,18,4
53647,18,4
53648,18,4
54001,73,20
54002,73,20
54005,119,23
54006,141,25
54007,141,25
54008,141,25
54009,141,25
54010,33,5
54011,227,39
54012,227,39
54013,49,7
54014,49,7
54015,49,7
54016,49,7
54018,49,7
54019,81,8
54023,57,9
54024,127,25
54025,60,6
54026,71,6
54031,127,25
54032,127,25
54033,160,29
54034,127,25
54035,199,35
54036,199,35
54037,120,17
54038,119,17
54039,120,17
54040,119,17
54041,120,17
54042,119,17
54043,327,40
54044,327,40
54045,257,34
54046,257,36
54047,120,10
54048,119,17
54049,141,25
54050,141,25
54051,123,14
54052,123,14
54053,128,19
54054,128,19
54055,160,26
54056,160,26
54057,93,24
54058,93,24
54059,90,16
54060,93,24
54075,408,40
54076,408,44
54077,110,18
54078,110,19
54085,82,18
54086,82,18
54091,24,3
54092,24,3
54101,208,34
54102,208,34
54103,120,16
54104,120,16
54107,113,19
54108,113,19
54109,214,33
54110,214,33
54152,77,13
54153,167,27
54154,167,27
54155,138,27
54156,139,27
54158,136,26
54159,397,44
54161,261,27
54162,261,28
54201,37,7
54211,128,23
54212,128,23
54221,57,10
54222,57,10
54223,57,10
54224,57,10
54225,37,5
54226,37,5
54227,37,5
54228,37,5
54231,127,18
54232,127,18
54233,127,18
54234,127,18
54237,46,7
54238,45,7
54239,38,5
54240,38,5
54243,38,5
54244,38,5
54251,508,74
54252,518,75
54253,225,32
54254,225,32
54255,301,43
54256,301,42
54261,75,14
54262,57,11
54263,143,21
54264,143,21
54265,143,21
54266,143,21
54267,18,4
54268,18,4
54270,18,4
54271,198,31
54272,198,31
54273,97,17
54274,97,17
54281,139,19
54282,139,18
54283,139,18
54284,139,18
54291,128,18
54292,128,18
54293,172,25
54294,172,27
54303,266,41
54304,331,47
54307,160,23
54308,160,23
54309,82,18
54310,82,18
54311,110,20
54312,110,20
54313,43,9
54314,43,9
54321,64,13
54322,64,13
54323,98,11
54324,97,14
54325,176,30
54326,176,30
54327,86,11
54328,86,11
54329,95,16
54330,95,16
54331,68,11
54332,68,10
54333,323,46
54334,323,46
54335,117,20
54336,117,20
54341,131,21
54342,131,21
54351,164,27
54352,164,27
54353,164,22
54354,164,27
54355,78,13
54356,78,13
54371,150,21
54372,150,21
54373,150,21
54374,150,21
54375,107,18
54376,107,18
54377,429,62
54378,429,62
54381,106,17
54382,106,18
54383,106,18
54384,106,17
54385,24,3
54386,24,3
54387,24,3
54388,24,3
54389,24,3
54390,24,3
54391,142,24
54392,142,24
54393,53,9
54394,53,9
54395,159,23
54396,159,23
54397,47,9
54398,47,9
54401,92,14
54402,92,14
54403,92,14
54404,92,14
54405,92,14
54406,92,13
54411,160,37
54412,160,37
54413,82,18
54414,82,18
54416,82,18
54417,82,18
54420,82,18
54421,82,18
54423,119,23
54424,119,23
54461,415,55
54462,416,56
54463,233,38
54464,233,36
54465,142,21
54466,142,21
54467,73,10
54468,73,10
54469,73,10
54470,73,10
54471,283,45
54472,283,46
54473,189,33
54474,189,28
54475,243,50
54476,243,50
54481,22,5
54482,22,5
54483,22,5
54484,22,5
54485,22,5
54486,22,5
54531,69,8
54532,69,8
54539,272,42
54540,272,40
54541,194,28
54542,194,28
54551,201,26
54552,201,26
54553,106,14
54555,95,13
54556,201,24
54557,53,7
54558,53,7
54559,116,12
54560,116,12
54561,87,13
54562,87,13
54563,87,13
54564,87,13
54571,123,20
54572,123,20
54575,77,15
54576,77,15
54581,43,7
54582,43,7
54601,345,38
54602,415,39
54603,209,29
54604,209,29
54605,279,35
54606,209,29
54611,106,16
54612,106,17
54613,106,17
54614,106,17
54615,106,17
54616,106,17
54621,115,18
54622,115,18
54625,87,17
54626,87,17
54631,207,24
54632,229,27
54633,291,36
54634,269,34
54635,209,28
54636,209,29
54637,42,7
54638,42,7
54641,384,60
54642,384,59
54643,117,18
54644,117,18
54645,123,14
54646,123,20
54651,53,6
54654,53,6
54701,319,31
54702,394,39
54703,661,60
54704,601,56
54751,413,48
54752,412,48
54753,126,18
54754,126,18
54755,126,18
54756,126,18
54757,327,43
54758,327,43
54759,137,17
54760,125,16
54761,125,16
54762,125,16
54763,190,31
54764,190,26
54765,95,11
54766,95,11
54781,300,38
54782,300,42
54783,422,60
54784,423,60
54785,88,14
54786,88,14
54787,82,13
54788,82,10
54789,384,45
54790,384,45
54791,279,32
54792,279,34
54793,212,22
54794,212,23
54803,457,58
54804,455,58
54805,618,86
54806,621,81
54809,542,64
54810,543,64
54813,208,24
54819,300,22
54820,300,22
54822,21,2
54825,88,12
54826,87,12
54833,367,41
54834,367,41
54835,142,21
54836,143,21
54881,118,8
54882,118,8
55001,164,26
55002,164,24
55007,290,50
55008,290,50
55009,108,17
55010,109,17
55011,118,18
55012,119,18
55013,200,33
55014,201,33
55017,132,23
55018,134,23
55019,178,27
55020,179,27
55021,225,40
55022,225,40
55025,152,25
55026,153,25
55027,152,25
55028,153,25
55029,150,21
55030,150,21
55031,339,58
55032,332,55
55033,160,24
55034,163,25
55035,159,22
55036,158,22
55037,103,16
55038,97,14
55041,150,16
55042,189,26
55043,81,19
55044,81,19
55045,90,14
55046,90,13
55049,332,55
55050,340,58
55051,81,19
55052,81,19
55055,39,6
55056,38,6
55071,150,21
55072,150,21
55073,150,21
55074,150,14
55075,166,28
55076,166,28
55077,112,22
55078,112,22
55079,189,28
55080,150,21
55081,150,16
55082,150,21
55101,30,7
55102,30,7
55103,30,7
55104,30,7
55105,20,5
55106,20,5
55107,28,5
55108,28,5
55109,28,5
55110,28,5
55111,28,5
55112,28,5
55113,28,5
55114,28,5
55115,108,17
55116,109,17
55119,227,34
55120,227,34
55122,164,26
55123,156,24
55125,118,22
55126,118,22
55127,118,22
55128,118,22
55129,118,22
55130,118,22
55131,200,33
55132,201,33
55133,136,22
55134,136,22
55135,131,20
55136,131,20
55137,167,26
55138,168,26
55139,167,26
55140,168,26
55141,81,19
55142,81,19
55143,56,9
55144,58,9
55145,20,5
55146,20,5
55149,227,27
55150,227,28
55159,56,9
55160,58,9
55163,157,24
55164,157,24
55165,43,8
55166,43,8
55167,17,3
55168,17,3
55169,17,3
55170,17,3
55171,6,2
55172,6,2
55173,6,2
55174,6,2
55175,6,2
55176,6,2
55177,6,2
55178,6,2
55179,6,2
55180,6,2
55181,106,27
55182,106,27
55183,106,27
55184,106,27
55207,159,19
55208,159,24
55209,159,18
55211,129,22
55212,129,15
55213,159,19
55214,159,19
55215,74,15
55216,74,15
55217,74,14
55218,74,14
55220,159,19
55221,179,24
55222,179,25
55223,267,41
55224,267,41
55225,129,21
55226,129,20
55227,51,10
55228,51,9
55229,108,22
55230,108,22
55231,12,4
55232,12,4
55237,50,9
55238,50,9
55239,51,9
55240,51,10
55301,116,13
55302,116,13
55303,125,14
55304,125,13
55305,76,7
55306,85,12
55307,76,8
55308,85,12
55309,85,12
55310,76,8
55311,58,9
55312,58,9
55313,27,4
55314,27,4
55315,54,7
55316,54,7
55317,54,7
55318,54,7
55319,54,6
55320,54,6
55321,85,12
55322,76,7
55323,76,6
55324,76,6
55325,319,55
55326,320,55
55327,138,27
55328,139,27
55329,213,33
55330,214,33
55331,107,17
55332,107,17
55333,166,22
55334,166,22
55335,81,10
55336,81,10
55337,139,18
55338,139,18
55339,105,14
55340,105,7
55341,167,22
55342,167,22
55343,141,19
55344,141,19
55345,141,19
55346,141,19
55347,81,10
55348,81,10
55349,81,10
55350,81,10
55351,81,10
55352,81,10
55353,105,7
55354,105,14
55355,141,19
55356,141,19
55357,141,19
55358,141,19
55359,119,8
55360,119,8
55361,55,9
55362,55,9
55363,55,9
55364,55,9
55365,55,9
55366,55,9
55367,55,9
55368,55,9
55369,55,7
55370,55,7
55371,25,3
55372,25,3
55373,25,3
55374,25,3
55375,25,3
55376,25,3
55421,106,14
55422,106,14
55465,72,14
55466,72,14
55467,233,34
55468,233,34
55513,105,16
55514,105,23
55517,68,9
55518,68,9
55519,105,16
55520,105,16
55525,50,10
55526,50,10
55527,266,37
55528,266,37
55533,138,23
55534,139,23
55537,230,34
55538,230,35
55539,267,44
55540,267,43
55541,159,28
55542,159,28
55549,87,17
55550,87,18
55553,138,23
55554,139,23
55555,139,20
55556,139,23
55559,139,19
55560,139,23
55563,100,13
55564,100,13
55565,139,19
55566,139,19
55567,139,19
55568,139,19
55569,21,3
55570,21,3
55571,100,13
55572,100,13
55575,54,5
55576,54,5
55577,54,5
55578,54,5
55583,100,13
55584,100,13
55601,181,26
55602,180,26
55603,160,29
55604,160,29
55615,380,33
55616,379,33
55661,60,12
55662,60,12
55663,256,35
55664,255,35
55665,67,10
55666,56,9
55667,103,14
55668,103,14
55675,140,14
55676,140,14
55677,115,22
55678,115,22
55679,140,14
55680,140,14
55681,42,5
55682,42,5
55683,42,5
55684,42,5
55685,60,12
55686,60,12
55687,101,10
55688,101,10
55689,71,15
55690,71,15
55701,90,20
55702,90,20
55703,90,20
55704,90,20
55707,109,24
55708,109,24
55709,24,4
55710,24,4
55711,232,41
55712,232,41
55713,363,45
55714,363,45
55719,49,8
55720,49,8
55721,95,18
55722,94,18
55725,168,23
55726,168,23
55727,93,20
55728,94,20
55729,93,20
55730,94,20
55733,108,15
55734,108,19
55735,107,19
55736,108,19
55740,108,19
55741,108,15
55742,108,15
55743,107,19
55744,108,15
55749,56,10
55750,56,10
55751,56,10
55752,56,10
55753,268,34
55754,268,34
55755,107,19
55756,108,19
55763,107,19
55764,108,15
55769,90,20
55770,90,20
55771,61,9
55772,60,9
55801,156,22
55802,156,22
55803,208,19
55804,208,19
55809,156,22
55810,156,22
55811,309,21
55812,309,21
55813,343,42
55814,343,42
55817,156,17
55818,156,17
55819,126,14
55820,126,14
55823,6,4
55824,6,4
55861,95,18
55862,94,18
55893,89,15
55894,88,15
55895,426,53
55896,425,53
55901,336,49
55902,335,49
55903,155,23
55904,155,23
55909,102,13
55910,102,13
55913,176,27
55914,176,27
56001,68,6
56002,68,5
56003,62,6
56004,62,3
56005,62,6
56006,62,6
56007,60,8
56008,60,10
56009,70,13
56010,70,13
56011,193,27
56012,193,27
56013,70,14
56014,70,14
56033,76,11
56034,76,11
56035,61,12
56036,61,12
56037,196,18
56038,196,17
56041,279,33
56042,284,31
56043,22,3
56044,22,3
56100,99,11
56101,99,11
56102,40,4
56103,40,4
56105,84,9
56106,85,7
56107,85,7
56108,85,7
56109,141,25
56110,141,22
56111,178,23
56112,180,23
56113,120,26
56114,120,26
56115,70,17
56116,70,17
56136,45,7
56137,45,7
56138,18,6
56139,18,6
56140,18,6
56141,18,6
56142,18,6
56143,18,6
56144,35,4
56145,35,4
56146,35,4
56147,35,4
56148,35,4
56149,35,4
56150,35,4
56151,35,4
56201,60,13
56202,60,13
56203,60,13
56204,60,13
56205,25,7
56206,25,7
56207,60,13
56208,60,13
56209,60,13
56210,60,13
56215,294,34
56216,294,34
56217,96,7
56218,96,7
56221,69,14
56222,69,14
56223,165,29
56224,165,29
56225,69,14
56226,69,14
56227,273,41
56228,273,41
56231,138,20
56232,138,22
56237,138,22
56238,138,21
56241,220,22
56242,219,22
56261,290,43
56262,290,41
56263,138,17
56264,138,17
56265,167,21
56266,167,21
56267,167,21
56268,167,21
56269,275,16
56270,275,16
56271,114,11
56272,114,11
56273,305,36
56274,303,36
56275,372,32
56276,372,31
56277,244,20
56278,244,20
56281,198,27
56282,198,27
56300,84,14
56301,85,14
56302,56,12
56303,56,12
56304,231,44
56305,96,14
56307,64,18
56308,64,18
56309,64,18
56310,71,14
56311,72,14
56313,72,14
56315,72,14
56316,71,14
56317,78,16
56318,77,16
56319,531,39
56320,532,46
56323,404,54
56324,404,54
56331,44,10
56332,44,10
56333,52,11
56334,52,11
56335,52,11
56336,52,11
56337,44,10
56338,44,10
56361,107,22
56362,173,33
56363,173,33
56364,107,22
56365,302,43
56366,302,43
56370,96,18
56371,96,17
56373,22,3
56374,22,3
56375,96,18
56376,96,17
56377,43,8
56378,43,6
56379,56,12
56380,100,19
56381,100,11
56382,100,12
56383,100,19
56384,56,12
56385,58,12
56386,59,9
56387,114,14
56388,114,17
56389,58,10
56390,59,9
56391,155,25
56392,155,25
56393,96,14
56394,95,14
56501,693,66
56502,691,68
56503,747,78
56504,749,79
56505,17,6
56506,16,6
56507,84,17
56508,85,17
56509,84,17
56510,85,17
56511,17,6
56512,16,6
56513,568,57
56514,567,58
56515,470,63
56516,469,63
56517,93,13
56518,93,12
56519,33,5
56520,33,5
56600,85,16
56601,85,16
56602,175,35
56603,207,41
56604,98,14
56605,131,20
56610,110,19
56611,109,19
56612,66,12
56613,66,12
56614,66,12
56616,66,12
56617,66,12
56619,66,12
56620,66,12
56621,66,12
56640,326,30
56641,324,30
56642,49,5
56643,48,5
56644,49,4
56645,48,4
56646,91,11
56647,90,11
56650,273,40
56651,273,40
56652,89,20
56653,89,20
56654,220,40
56655,131,22
56656,131,23
56657,89,20
56659,48,11
56661,83,13
56663,118,22
56664,119,22
56665,182,20
56666,179,20
56700,410,46
56701,409,49
56703,93,12
56704,94,11
56705,333,43
56706,334,42
56707,62,8
56708,62,8
56709,120,12
56710,120,12
56711,145,26
56714,145,18
56715,196,19
56716,188,19
56717,88,9
56718,73,8
56719,15,2
56721,161,17
56722,161,17
56723,161,17
56724,161,17
56725,161,17
56726,161,17
56731,173,14
56732,173,14
56733,173,14
56734,173,14
56735,173,14
56736,173,14
56741,59,10
56742,60,10
56761,61,12
56762,61,12
56763,61,12
56764,61,12
56765,61,12
56766,61,12
56767,121,20
56768,121,20
56769,459,43
56770,458,43
56796,72,17
56797,78,18
56798,78,18
56799,72,17
56800,72,17
56801,72,17
56802,72,17
56803,72,17
56811,120,25
56812,120,25
56819,39,10
56820,39,10
56821,214,20
56822,214,20
56823,120,24
56824,120,24
56825,358,28
56826,358,28
56829,263,25
56830,264,25
56839,178,23
56840,180,23
56841,141,25
56842,141,25
56843,141,22
56844,141,22
56845,178,23
56846,180,23
56859,133,11
56860,133,11
56861,37,5
56862,37,5
56863,37,5
56864,37,5
56865,37,5
56866,37,5
56871,38,6
56872,38,6
56873,121,22
56874,121,22
56875,121,22
56876,121,22
56877,121,22
56878,121,22
56879,38,6
56880,38,6
56881,160,14
56882,264,30
56883,160,14
56884,264,27
56885,264,27
56886,160,15
56889,104,13
56902,20,5
56903,378,33
56904,377,34
56905,357,40
56906,356,40
56907,20,5
56909,516,36
56910,516,35
56911,191,19
56912,189,19
56913,470,44
56914,468,44
56915,191,22
56916,189,22
56917,62,5
56918,62,5
56921,141,12
56922,141,10
56925,69,7
56926,69,6
56961,61,11
56962,58,11
56963,61,12
56964,58,12
56965,61,12
56966,58,12
57121,243,26
57122,191,21
57123,332,39
57124,381,44
57129,455,63
57130,445,53
57131,22,12
57133,366,42
57134,366,38
57135,450,47
57136,453,48
57145,56,8
57146,56,8
57155,223,29
57156,223,29
57225,350,58
57226,350,55
57229,372,35
57230,371,36
57231,217,27
57232,217,27
57237,225,28
57238,226,29
57239,137,21
57240,209,31
57241,220,35
57242,220,35
57255,168,23
57256,168,23
57257,602,92
57258,603,90
57264,29,7
57265,29,7
57271,535,68
57272,535,71
57273,578,59
57274,577,60
57277,292,45
57278,220,34
57305,622,78
57306,622,56
57307,32,18
57308,32,18
57317,130,17
57320,130,17
57323,35,4
57324,35,4
57325,622,77
57326,622,79
57327,333,36
57328,333,36
57329,379,49
57330,380,49
57381,171,31
57382,171,26
57401,104,13
57402,104,13
57403,104,14
57404,104,14
57405,104,13
57406,104,13
57411,83,7
57412,83,7
57425,358,50
57426,356,49
57429,92,12
57430,93,12
57435,236,24
57436,236,41
57447,105,15
57448,182,43
57451,234,22
57452,234,22
57456,105,20
57473,191,40
57474,297,62
57475,370,39
57476,370,40
57477,473,42
57478,474,42
57486,77,27
57501,26,5
57502,114,16
57503,114,16
57504,26,5
57512,58,8
57515,581,57
57516,581,58
57517,115,15
57518,114,15
57521,92,11
57522,92,11
57539,298,36
57540,299,36
57541,325,34
57542,347,36
57547,435,48
57548,435,47
57549,583,59
57550,583,57
57551,223,30
57552,225,30
57553,316,41
57554,317,41
57557,110,16
57558,110,16
57561,623,88
57562,620,87
57563,340,45
57564,279,29
57581,206,26
57582,206,26
57583,206,26
57584,206,26
57590,19,3
57593,243,36
57594,243,36
57601,165,23
57602,165,21
57605,72,11
57606,79,12
57625,341,37
57626,341,37
57628,112,15
57631,377,37
57632,265,31
57641,299,37
57642,299,25
57649,36,5
57650,149,19
57651,341,40
57652,341,40
57657,209,23
57658,209,23
57659,347,52
57660,235,38
57685,108,10
57686,108,8
57687,165,14
57688,165,11
57689,165,12
57690,165,16
58001,526,91
58002,518,90
58003,299,38
58004,298,39
58005,366,32
58006,366,32
58007,182,28
58008,182,28
58009,226,36
58010,226,36
58011,442,45
58012,441,45
58013,82,12
58014,82,12
58015,284,28
58016,284,28
58017,209,31
58018,210,31
58019,41,9
58020,41,9
58021,137,18
58022,137,19
58023,161,26
58024,162,26
58025,339,44
58026,336,44
58029,62,10
58030,62,10
58031,69,9
58032,69,9
58033,117,15
58034,114,15
58103,148,18
58104,148,18
58109,147,19
58110,147,19
58111,885,102
58112,883,109
58113,470,60
58114,469,61
58117,503,65
58118,496,64
58131,520,78
58132,526,78
58133,101,15
58134,101,15
58135,48,9
58136,48,9
58137,48,9
58138,48,9
58143,175,26
58151,96,12
58152,96,12
58161,261,35
58162,261,34
58163,272,23
58164,269,23
58201,112,15
58202,111,15
58203,209,29
58204,209,29
58205,310,42
58206,302,43
58207,305,30
58208,305,30
58209,96,12
58210,97,15
58212,97,15
58213,431,48
58214,433,48
58217,204,13
58218,204,14
58219,237,29
58220,237,29
58221,214,20
58222,213,20
58223,143,15
58224,174,20
58227,64,9
58301,494,41
58302,494,41
58303,54,6
58304,54,6
58401,82,14
58402,82,14
58403,43,11
58404,43,11
58405,82,11
58406,82,11
58408,142,30
58409,43,11
58410,43,11
58411,165,27
58412,165,27
58413,202,42
58414,202,43
58415,90,21
58416,90,21
58417,380,59
58418,380,59
58419,239,36
58420,239,36
58421,196,30
58422,196,30
58423,115,23
58424,115,23
58425,214,22
58426,214,22
58427,88,9
58428,88,8
58429,65,7
58430,65,7
58431,65,7
58432,65,7
58433,192,18
58434,192,17
58435,115,23
58436,115,23
58501,471,53
58502,471,53
58503,184,25
58504,184,25
58505,267,28
58506,267,28
58525,202,27
58526,202,26
58527,528,56
58528,528,56
58529,570,64
58530,571,64
58531,202,27
58532,202,27
58533,266,43
58534,266,43
58535,82,14
58536,82,14
58537,357,39
58538,357,39
58601,168,22
58602,168,22
58603,248,40
58604,249,40
58621,157,22
58622,157,22
58651,66,10
58652,67,10
58653,110,12
58654,111,12
58655,66,10
58656,67,10
58657,66,10
58658,67,7
58659,160,21
58660,160,21
58661,222,29
58662,219,29
58701,215,24
58702,215,24
58711,51,8
58712,50,8
58713,51,8
58714,50,8
58715,51,8
58716,50,8
58717,22,4
58718,22,4
58719,17,3
58720,16,3
58721,17,3
58722,16,3
58801,249,28
58802,249,28
58803,249,28
58804,249,28
58805,238,27
58806,103,14
58808,135,14
58809,38,7
58810,42,8
58811,43,8
58812,38,7
58813,38,7
58814,38,7
58815,123,20
58816,124,20
58817,47,9
58818,46,9
58843,104,17
58844,104,17
58845,104,17
58846,104,17
58847,104,17
58848,104,17
58877,104,17
58878,104,17
59013,334,31
59014,335,31
59023,193,20
59024,193,21
59037,206,30
59038,206,31
59039,138,18
59040,114,14
59045,158,20
59046,182,23
59048,68,13
59049,362,62
59050,362,62
59075,334,44
59076,335,44
59077,334,30
59078,335,31
59101,62,11
59102,62,11
59103,62,11
59104,62,11
59117,99,18
59118,105,19
59119,105,19
59120,99,18
59121,105,19
59122,105,19
59151,104,10
59152,104,10
59153,104,10
59154,104,10
59161,105,20
59162,105,20
59163,13,3
59164,13,3
59167,62,14
59168,62,14
59169,13,3
59170,13,3
59201,47,8
59202,47,8
59203,169,22
59204,169,22
59205,114,11
59206,108,11
59207,535,60
59208,535,59
59211,222,21
59212,216,21
59213,52,8
59214,52,7
59215,52,7
59216,52,8
59225,201,25
59226,201,25
59227,91,12
59228,91,12
59229,206,23
59230,206,24
59231,78,10
59232,78,10
59233,169,20
59234,169,20
59235,152,22
59236,152,22
59243,38,7
59244,38,7
59267,47,8
59268,47,8
59269,47,8
59270,47,8
59271,169,18
59272,169,18
59295,47,8
59296,47,8
59297,236,23
59298,236,23
59306,78,10
59307,78,10
59317,54,8
59318,54,8
59319,183,25
59320,183,25
59341,428,44
59342,428,44
59345,44,6
59346,44,6
59353,54,8
59354,54,8
59355,585,65
59356,585,65
59357,86,16
59358,86,16
59359,75,9
59360,75,9
59379,74,7
59380,74,7
59385,553,49
59386,553,48
59387,133,17
59388,133,17
59393,397,50
59394,398,50
59395,133,13
59396,137,15
59421,184,21
59422,189,22
59423,189,22
59424,184,21
59425,358,38
59426,358,38
59439,490,72
59440,490,66
59441,490,74
59442,490,74
59473,111,15
59474,111,15
59475,40,6
59476,40,6
59477,40,6
59478,40,6
59481,40,6
59482,40,6
59483,40,6
59484,40,6
59503,429,48
59504,429,48
59507,189,18
59508,189,18
59509,64,8
59510,64,8
59511,64,8
59512,64,8
59547,495,49
59548,495,45
59549,99,8
59550,99,8
59601,139,19
59602,139,19
59603,306,39
59604,306,39
59605,114,13
59606,114,13
59607,31,5
59608,31,5
59705,563,55
59706,562,55
59707,77,10
59708,66,9
59709,66,10
59710,77,11
59711,142,17
59712,143,17
59713,54,10
59714,54,10
59715,215,28
59716,215,28
59717,215,28
59718,215,28
59719,215,28
59720,215,28
59721,367,42
59722,367,42
59727,213,25
59728,213,17
59729,213,17
59730,213,25
59731,66,10
59732,66,10
59733,66,9
59734,66,9
59735,47,4
59736,47,4
59803,265,24
59804,265,24
59805,268,23
59806,268,22
59811,688,71
59812,691,71
59813,330,42
59814,328,41
59821,499,42
59822,499,47
59823,87,14
59824,87,14
59825,87,14
59826,87,14
59827,36,3
59828,36,3
59831,527,64
59832,527,63
59833,227,15
59834,227,15
59835,169,20
59836,169,20
59837,85,11
59838,85,11
59839,85,11
59840,85,11
61631,138,16
61632,138,16
63105,230,31
63108,229,34
63141,228,30
63142,228,36
63151,6,3
63153,6,3
63154,6,3
63155,6,3
63156,6,3
63157,6,3
63158,6,3
63159,6,3
63160,6,3
63161,6,3
63162,6,3
63163,6,3
63164,6,3
63165,6,3
63166,6,3
63167,6,2
63168,6,2
63169,6,3
63203,34,8
63204,34,8
63205,123,25
63206,123,22
63207,177,30
63208,221,34
63209,177,29
63210,177,30
63211,221,34
63212,177,29
63213,49,11
63214,49,13
63217,98,18
63218,98,18
63219,75,14
63220,85,17
63221,89,7
63222,89,7
63223,49,10
63224,49,10
63225,207,34
63226,225,39
63227,207,37
63228,207,31
63231,207,33
63232,117,18
63233,225,35
63234,207,29
